time, S,E, I, J, Q, R
2774,62733899.02710743,157298.43178839353,98465.44104518779,49271.230916678374,471578.25657919626,142629076.61256292
2775,62709382.61936764,157236.95956125064,98426.96075082733,49251.97571963613,471393.9637965251,142653896.52080393
2776,62684875.792639986,157175.5113574541,98388.49549456591,49232.7280475249,471209.7430354734,142678706.7294248
2777,62660378.54318022,157114.0871676156,98350.04527052664,49213.48789740393,471025.59426789515,142703507.24221614
2778,62635890.86724555,157052.68698235048,98311.61007283491,49194.255266333625,470841.5174656553,142728298.0629671
2779,62611412.76109463,156991.31079227777,98273.18989561845,49175.03015137554,470657.5126006297,142753079.1954653
2780,62586944.220987596,156929.95858802015,98234.78473300724,49155.81254959238,470473.5796447054,142777850.6434969
2781,62562485.243186034,156868.63036020394,98196.39457913357,49136.602458048,470289.71856978023,142802612.41084662
2782,62538035.823952995,156807.32609945917,98158.01942813204,49117.39987380739,470105.9293477632,142827364.50129765
2783,62513595.959552996,156746.0457964195,98119.65927413953,49098.204793936704,469922.21195057407,142852106.91863173
2784,62489165.646252,156684.78944172227,98081.31411129519,49079.017215503234,469738.5663501438,142876839.66662914
2785,62464744.88031744,156623.55702600844,98042.9839337405,49059.83713557541,469554.99251841416,142901562.74906862
2786,62440333.65801822,156562.34853992268,98004.6687356192,49040.66455122283,469371.49042733794,142926276.16972747
2787,62415931.975624666,156501.1639741133,97966.36851107731,49021.49945951621,469188.06004887895,142950979.93238154
2788,62391539.82940859,156440.0033192322,97928.08325426318,49002.34185752743,469004.70135501184,142975674.04080516
2789,62367157.21564326,156378.86656593505,97889.81295932742,48983.19174232951,468821.4143177223,143000358.49877122
2790,62342784.13060338,156317.7537048811,97851.55762042291,48964.04911099661,468638.19890900695,143025033.3100511
2791,62318420.57056514,156256.66472673323,97813.31723170486,48944.91396060403,468455.05510087335,143049698.47841474
2792,62294066.53180616,156195.599622158,97775.09178733072,48925.786288228235,468271.9828653399,143074354.0076306
2793,62269722.01060554,156134.5583818257,97736.88128146023,48906.6660909468,468088.98217443615,143098999.9014656
2794,62245387.00324379,156073.54099641007,97698.68570825543,48887.55336583845,467906.0530002024,143123636.1636853
2795,62221061.50600292,156012.54745658865,97660.50506188066,48868.44810998309,467723.19531468995,143148262.7980537
2796,62196745.51516637,155951.57775304263,97622.33933650247,48849.35032046171,467540.409089961,143172879.80833343
2797,62172439.027019046,155890.63187645673,97584.18852628976,48830.25999435647,467357.6942980886,143197487.19828552
2798,62148142.03784729,155829.7098175194,97546.05262541368,48811.17712875067,467175.0509111569,143222084.97166964
2799,62123854.5439389,155768.81156692273,97507.93162804766,48792.10172072875,466992.4789012608,143246673.1322439
2800,62099576.54158313,155707.93711536238,97469.82552836742,48773.03376737629,466809.9782405062,143271251.68376502
2801,62075308.02707068,155647.0864535377,97431.73432055094,48753.973265780005,466627.54890100984,143295820.62998822
2802,62051048.9966937,155586.25957215164,97393.65799877846,48734.92021302774,466445.19085489935,143320379.97466722
2803,62026799.44674579,155525.45646191086,97355.59655723254,48715.87460620848,466262.90407431324,143344929.7215543
2804,62002559.373522006,155464.67711352554,97317.54999009798,48696.83644241237,466080.688531401,143369469.87440032
2805,61978328.773318835,155403.92151770956,97279.51829156185,48677.805718730684,465898.5441983229,143394000.4369546
2806,61954107.642434224,155343.18966518046,97241.5014558135,48658.7824322558,465716.4710472502,143418521.41296503
2807,61929895.97716756,155282.4815466593,97203.49947704456,48639.766580081276,465534.4690503649,143443032.80617803
2808,61905693.773819685,155221.7971528709,97165.51234944894,48620.75815930178,465352.53817986004,143467534.6203386
2809,61881501.02869288,155161.13647454354,97127.54006722278,48601.75716701313,465170.6784079394,143492026.85919017
2810,61857317.738090865,155100.4995024093,97089.58262456451,48582.76360031226,464988.8897068176,143516509.5264748
2811,61833143.89831882,155039.88622720377,97051.64001567484,48563.77745629726,464807.1720487201,143540982.62593305
2812,61808979.505683355,154979.29663966616,97013.71223475672,48544.79873206734,464625.5254058835,143565446.16130403
2813,61784824.55649254,154918.7307305394,96975.79927601537,48525.827424722855,464443.94975055486,143589900.1363254
2814,61760679.04705586,154858.18849056988,96937.9011336583,48506.86353136527,464262.44505499233,143614344.5547333
2815,61736542.97368427,154797.66991050777,96900.01780189527,48487.90704909721,464081.01129146485,143638779.42026252
2816,61712416.33269016,154737.17498110674,96862.14927493829,48468.95797502242,463899.6484322522,143663204.73664626
2817,61688299.12038734,154676.70369312412,96824.29554700165,48450.01630624579,463718.35644964484,143687620.50761637
2818,61664191.33309109,154616.25603732085,96786.45661230187,48431.082039873305,463537.1353159443,143712026.7369032
2819,61640092.967118114,154555.83200446147,96748.63246505779,48412.15517301212,463355.9850034629,143736423.42823562
2820,61616004.018786564,154495.43158531413,96710.82309949044,48393.23570277051,463174.9054845235,143760810.58534107
2821,61591924.48441602,154435.05477065057,96673.02850982317,48374.323626257865,462993.8967314602,143785188.2119455
2822,61567854.36032751,154374.7015512462,96635.24869028153,48355.41894058473,462812.95871661755,143809556.31177348
2823,61543793.64284349,154314.37191787997,96597.48363509336,48336.52164286275,462632.0914123511,143833914.88854805
2824,61519742.32828787,154254.06586133447,96559.73333848876,48317.63173020471,462451.29479102715,143858263.9459908
2825,61495700.41298597,154193.78337239585,96521.99779470009,48298.749199724545,462270.5688250228,143882603.4878219
2826,61471667.89326458,154133.52444185392,96484.27699796192,48279.8740485373,462089.91348672594,143906933.51776007
2827,61447644.765451886,154073.28906050205,96446.57094251111,48261.00627375913,461909.3287485353,143931254.03952253
2828,61423631.02587755,154013.0772191372,96408.87962258678,48242.145872507346,461728.8145828604,143955565.05682507
2829,61399626.670872636,153952.88890855995,96371.20303243028,48223.29284190037,461548.3709621214,143979866.57338205
2830,61375631.69676966,153892.72411957447,96333.5411662852,48204.44717905775,461367.9978587494,144004158.5929064
2831,61351646.09990256,153832.58284298854,96295.8940183974,48185.608881100175,461187.6952451862,144028441.11910948
2832,61327669.87660672,153772.4650696135,96258.26158301502,48166.77794514944,461007.4630938844,144052714.15570134
2833,61303703.02321894,153712.3707902643,96220.64385438837,48147.95436832847,460827.30137730733,144076977.7063905
2834,61279745.53607746,153652.29999575947,96183.04082677007,48129.13814776133,460647.21006792906,144101231.77488405
2835,61255797.411521964,153592.25267692114,96145.45249441497,48110.32928057318,460467.18913823453,144125476.36488762
2836,61231858.645893544,153532.228824575,96107.87885158016,48091.527763890335,460287.2385607193,144149711.48010543
2837,61207929.23553473,153472.22842955036,96070.31989252496,48072.7335948402,460107.3583078898,144173937.1242402
2838,61184009.17678948,153412.2514826801,96032.77561151097,48053.94677055134,459927.54835226305,144198153.30099323
2839,61160098.46600319,153352.29797480066,95995.24600280199,48035.16728815341,459747.80866636697,144222360.0140644
2840,61136197.09952267,153292.3678967521,95957.7310606641,48016.3951447772,459568.13922274014,144246557.2671521
2841,61112305.07369618,153232.46123937806,95920.2307793656,47997.63033755463,459388.5399939319,144270745.0639533
2842,61088422.38487338,153172.57799352572,95882.74515317702,47978.872863618715,459209.01095250226,144294923.40816352
2843,61064549.02940538,153112.71815004584,95845.27417637115,47960.12272010361,459029.55207102204,144319092.3034768
2844,61040685.00364468,153052.8816997928,95807.81784322302,47941.37990414459,458850.1633220727,144343251.75358582
2845,61016830.30394526,152993.06863362453,95770.37614800989,47922.64441287805,458670.8446782464,144367401.7621817
2846,60992984.926662475,152933.2789424025,95732.94908501125,47903.9162434415,458491.59611214616,144391542.33295423
2847,60969148.86815313,152873.51261699182,95695.53664850883,47885.19539297356,458312.4175963855,144415673.4695917
2848,60945322.12477546,152813.7696482611,95658.13883278659,47866.48185861399,458133.30910358886,144439795.17578098
2849,60921504.6928891,152754.05002708256,95620.75563213073,47847.77563750364,457954.2706063912,144463907.4552075
2850,60897696.56885512,152694.35374433198,95583.3870408297,47829.07672678451,457775.3020774382,144488010.3115552
2851,60873897.749036014,152634.6807908887,95546.03305317415,47810.38512359968,457596.4034893864,144512103.74850667
2852,60850108.229795694,152575.03115763562,95508.69366345697,47791.70082509337,457417.57481490273,144536187.76974294
2853,60826328.00749949,152515.40483545922,95471.36886597329,47773.02382841093,457238.81602666504,144560262.3789437
2854,60802557.078514166,152455.80181524952,95434.05865502046,47754.35413069879,457060.12709736184,144584327.57978722
2855,60778795.43920788,152396.22208790013,95396.76302489809,47735.69172910451,456881.50799969217,144608383.37595025
2856,60755043.08595024,152336.66564430817,95359.48196990797,47717.03662077678,456702.9587063659,144632429.77110812
2857,60731300.01511225,152277.13247537438,95322.21548435412,47698.38880286538,456524.4791901035,144656466.7689348
2858,60707566.223066345,152217.622572003,95284.96356254283,47679.74827252122,456346.06942363596,144680494.3731027
2859,60683841.70618637,152158.13592510184,95247.72619878259,47661.11502689632,456167.7293797052,144704512.5872829
2860,60660126.460847594,152098.6725255823,95210.5033873841,47642.4890631438,455989.4590310636,144728521.41514498
2861,60636420.4834267,152039.2323643593,95173.29512266032,47623.87037841792,455811.25835047424,144752520.86035714
2862,60612723.770301774,151979.81543235132,95136.10139892637,47605.25896987404,455633.12731071084,144776510.92658612
2863,60589036.31785234,151920.42172048037,95098.92221049967,47586.65483466862,455455.06588455784,144800491.6174972
2864,60565358.12245932,151861.05121967202,95061.75755169982,47568.05796995923,455277.07404481014,144824462.9367543
2865,60541689.18050507,151801.70392085536,95024.60741684862,47549.468372904565,455099.1517642734,144848424.8880198
2866,60518029.488373324,151742.3798149631,94987.47180027011,47530.88604066444,454921.2990157639,144872377.47495475
2867,60494379.042449266,151683.0788929314,94950.35069629057,47512.31097039975,454743.51577210857,144896320.70121875
2868,60470737.83911948,151623.80114570004,94913.24409923845,47493.74315927252,454565.80200614483,144920254.57046992
2869,60447105.87477195,151564.5465642123,94876.15200344447,47475.18260444587,454388.15769072087,144944179.08636498
2870,60423483.14579609,151505.315139415,94839.07440324152,47456.62930308405,454210.5827986953,144968094.25255924
2871,60399869.64858271,151446.10686225852,94802.01129296474,47438.08325235241,454033.07730293757,144992000.07270655
2872,60376265.379524045,151386.92172369675,94764.96266695145,47419.544449417386,453855.6411763276,145015896.55045933
2873,60352670.335013725,151327.75971468713,94727.92851954121,47401.01289144656,453678.27439175587,145039783.6894686
2874,60329084.511446804,151268.62082619063,94690.90884507577,47382.488575608586,453500.9769221236,145063661.49338394
2875,60305507.90521973,151209.50504917174,94653.90363789911,47363.97149907323,453323.74874034245,145087529.96585354
2876,60281940.512730375,151150.41237459853,94616.91289235742,47345.461659011395,453146.58981933474,145111389.1105241
2877,60258382.330378,151091.34279344254,94579.93660279908,47326.95905259505,452969.50013203337,145135238.93104088
2878,60234833.35456329,151032.29629667886,94542.9747635747,47308.46367699729,452792.4796513818,145159079.43104783
2879,60211293.58168832,150973.27287528611,94506.0273690371,47289.97552939232,452615.52835033403,145182910.61418736
2880,60187763.0081566,150914.27252024645,94469.09441354129,47271.494606955435,452438.64620185475,145206732.48410052
2881,60164241.63037301,150855.29522254554,94432.17589144447,47253.020906863036,452261.83317891904,145230545.04442695
2882,60140729.44474386,150796.34097317257,94395.27179710609,47234.554426292634,452085.08925451274,145254348.2988048
2883,60117226.44767685,150737.40976312026,94358.38212488778,47216.09516242284,451908.4144016321,145278142.25087082
2884,60093732.6355811,150678.50158338484,94321.50686915338,47197.64311243336,451731.80859328393,145301926.9042604
2885,60070248.004867114,150619.61642496605,94284.64602426892,47179.198273505026,451555.2718024857,145325702.26260743
